Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Iceland,ISL,1092.766,1199.109,1305.452,1309.119,1397.127,1496.136,1444.798,1595.145,1265.115,1389.793,1474.134,1485.135,1752.826,1741.825,1617.147,1705.155,1906.84,1925.175,1987.514,1866.503,1752.826,1598.812,1547.474,1815.165,1628.148,1796.83,1807.831,1903.173,1939.843,2071.855,2024.184,1892.172,1991.181,2009.516,1939.843,2211.201,2104.858,2101.191,2068.188,2163.53,2101.191,2170.864,2167.197,2233.203,2203.867,2233.203,2339.546,2229.536
India,IND,130402.187,143467.708,154083.673,150647.694,165972.087,171765.947,172238.99,187336.029,190724.337,195143.072,205869.047,217849.136,224343.393,231992.755,252201.592,263785.645,315681.029,318035.243,331940.507,348581.353,374822.405,398419.55,432320.965,447109.976,490464.917,525862.468,561560.713,606298.113,662945.929,690576.774,737851.738,783634.233,814297.687,864931.623,920046.633,1002224.103,1043939.895,1071911.771,1144390.026,1186663.202,1203843.097,1226791.183,1281913.527,1346595.74,1411127.606,1504364.748,1612383.567,1742697.746
Indonesia,IDN,26024.699,22995.757,22783.071,22394.369,24689.911,23395.46,24561.566,27586.841,33391.702,35822.923,38987.544,43340.273,49134.133,51260.993,53963.572,61810.952,82434.16,93933.872,95096.311,94784.616,100160.438,105407.915,104956.874,112184.531,121245.688,121740.733,123372.548,132162.347,130966.905,149565.929,179730.671,202576.081,218600.871,221413.46,224941.114,253290.691,278658.997,210210.775,237595.931,258120.13,289065.943,303506.589,311885.684,333733.67,336311.571,338134.07,368617.841,406028.575
"Iran, Islamic Rep.",IRN,36541.655,37462.072,41341.758,47560.99,53765.554,64161.499,67942.176,82404.824,83116.222,92019.698,101883.928,106394.338,129899.808,144256.113,139646.694,156910.93,164237.596,162587.446,164138.587,121014.667,112987.604,138146.891,149914.294,150812.709,160929.962,148568.505,159741.854,176283.691,191344.06,227185.318,233745.581,247471.162,229678.878,296744.641,284918.566,286645.723,290617.084,316176.074,316671.119,339241.504,357085.126,375211.107,412317.48,442471.221,458866.378,492349.755,506346.694,538403.608
Iraq,IRQ,8720.126,9031.821,9394.854,9075.825,19314.089,27704.185,18393.672,19717.459,22625.39,23908.84,28862.957,29552.353,30645.119,30942.146,33157.014,48800.436,43710.64,42317.18,52991.817,45558.808,32122.92,30623.117,38749.189,40204.988,44675.061,47751.674,52881.807,67927.508,73251.992,52555.444,47421.644,61671.606,66801.739,75045.155,77901.748,69500.651,68308.876,72371.912,72283.904,72445.252,85342.091,87259.932,91117.616,98979.664,97527.532,100853.501,100494.135,102936.357
Ireland,IRL,12365.124,13120.526,13461.557,14231.627,13732.915,15111.707,16413.492,17821.62,18514.683,19413.098,22497.045,22053.338,22860.078,23303.785,22053.338,22295.36,23567.809,23571.476,27388.823,26255.72,26024.699,25529.654,25694.669,25522.32,26743.431,29336,30216.08,29853.047,29625.693,30417.765,33109.343,31253.841,31286.844,32691.305,32892.99,35008.849,36552.656,38140.467,40098.645,40949.389,43780.313,43457.617,42694.881,43211.928,43211.928,43112.919,44411.037,43604.297
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,7069.976,7942.722,8210.413,9149.165,12944.51,13597.236,13542.231,13809.922,14818.347,16578.507,16248.477,16934.206,19310.422,19446.101,19647.786,19611.116,19893.475,21176.925,21019.244,21147.589,21213.595,24081.189,23938.176,23743.825,24869.594,26626.087,27385.156,30051.065,31756.22,33534.715,34315.786,41499.439,45148.104,47120.95,54234.93,54399.945,63402.43,62779.04,62155.65,62691.032,65749.31,63145.74,65122.253,63200.745,59211.049,65778.646,36816.68,37663.757
Italy,ITA,124549.655,146456.313,164780.312,175957.328,189767.25,214248.142,234427.643,249495.346,270008.544,296740.974,311588.657,328970.237,354320.208,359406.337,342310.783,367312.389,356175.71,373234.594,387466.221,388969.691,378020.029,369681.271,361364.515,367649.753,372134.494,366454.311,383670.876,389780.098,414862.378,424183.892,433974.782,432959.023,422680.422,412163.466,437623.447,428294.599,432302.63,441752.489,437018.392,446156.556,447054.971,449284.507,468349.24,470490.768,471400.184,468268.566,459376.091,445118.795
Jamaica,JAM,2130.527,2119.526,2398.218,4066.703,2992.272,3520.32,3868.685,3883.353,4272.055,4994.454,5753.523,6288.905,8298.421,7601.691,8188.411,7282.662,7447.677,9119.829,8536.776,8452.435,7414.674,6219.232,6450.253,5144.801,5045.792,4550.747,5383.156,4528.745,6728.945,7964.724,8173.743,8096.736,8415.765,8632.118,9702.882,10197.927,10630.633,9728.551,9772.555,10318.938,10626.966,10300.603,10722.308,10714.974,10128.254,12086.432,13894.263,12203.776
Japan,JPN,283118.069,293220.654,325222.563,359318.329,386919.838,419743.155,489881.864,562565.471,653958.112,768823.22,797543.164,853373.239,991850.16,966734.877,920941.381,953196.313,999998.234,989312.596,1024787.154,1000592.288,970566.892,942066.968,935323.355,992282.866,968418.03,971832.007,962675.508,1055358.933,1084280.562,1094705.843,1100598.712,1123660.475,1108673.446,1174169.733,1184088.968,1205782.94,1201778.576,1159186.371,1197880.555,1219592.862,1202266.287,1216761.938,1237242.133,1259658.504,1238188.219,1231770.969,1251187.734,1208162.823
Jordan,JOR,979.089,1048.762,1221.111,1243.113,1422.796,1584.144,1415.462,1507.137,1760.16,1558.475,1657.484,1917.841,2203.867,2229.536,2493.56,2951.935,3164.621,3641.331,3795.345,4726.763,5863.533,6292.572,7363.336,8353.426,8540.443,9281.177,9662.545,9314.18,9233.506,10403.279,9798.224,12266.115,12101.1,13633.906,13556.899,14187.623,14418.644,14543.322,14568.991,15507.743,16002.788,16886.535,17469.588,19240.749,21026.578,20733.218,21495.954,21382.277
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261306.753,221105.432,199488.467,166731.156,140691.789,129580.779,125063.035,116493.256,127769.281,147908.445,151945.812,153815.982,172158.316,177233.444,192121.464,227401.671,236954.206
Kenya,KEN,2401.885,2625.572,2856.593,2827.257,2467.891,2684.244,2702.579,2819.923,3131.618,3083.947,3685.335,3872.352,3920.023,4950.45,4976.119,4609.419,5056.793,5324.484,5038.458,6197.23,6527.26,4693.76,4660.757,4319.726,3769.676,4162.045,5174.137,4789.102,5192.472,5823.196,4840.44,5540.837,6347.577,6556.596,7554.02,9328.848,8265.418,10036.579,10172.258,10417.947,9369.185,7968.391,6754.614,7623.693,8562.445,9574.537,9831.227,10392.278
Kiribati,KIR,7.334,11.001,18.335,18.335,11.001,11.001,22.002,33.003,11.001,22.002,29.336,25.669,36.67,33.003,33.003,33.003,22.002,22.002,25.669,29.336,29.336,25.669,22.002,22.002,22.002,18.335,22.002,22.002,22.002,22.002,22.002,22.002,22.002,22.002,22.002,36.67,29.336,33.003,29.336,33.003,25.669,25.669,25.669,25.669,25.669,29.336,33.003,29.336
"Korea, Dem. Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64927.902,71396.49,76966.663,79922.265,76530.29,78209.776,79925.932,83475.588,85034.063,70710.761,78371.124
"Korea, Rep.",KOR,14462.648,17278.904,21103.585,22218.353,25005.273,30014.395,35151.862,37242.052,42522.532,53783.889,58396.975,60230.475,72965.966,75400.854,81576.082,93097.796,105620.601,112855.592,132730.732,134413.885,139078.309,141175.833,150079.309,163045.821,177281.115,181307.481,191388.064,220562.716,234343.302,243815.163,268431.734,286568.716,317085.49,340352.605,370781.371,401030.454,423175.467,363839.74,395005.573,432460.311,440216.016,465584.322,465771.339,482276.506,462918.413,470820.798,498205.954,509170.284
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,9981.574,14290.299,17025.881,25335.303,35419.553,35151.862,25441.646,22442.04,26831.439,25041.943,27139.467,27634.512,24242.537,19328.757,16827.863,18474.346,17220.232,21000.909,17667.606,24675.243,25214.292,21169.591,21609.631,28367.912,29159.984,35320.544,31470.194,32914.992,35885.262,45423.129,10579.295,17612.601,29376.337,34436.797,50329.575,47674.667,49361.487,51088.644,53314.513,59112.04,55144.346,52727.793,61653.271,69529.987,77216.019,71950.207,73002.636,76742.976
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10861.654,8305.755,6061.551,4473.74,5588.508,5482.165,5823.196,4561.748,4528.745,3780.677,4847.774,5276.813,5606.843,5185.138,5170.47,6461.254,6208.231
Lao PDR,LAO,113.677,132.012,146.68,172.349,179.683,234.688,319.029,168.682,319.029,572.052,421.705,487.711,517.047,293.36,253.023,223.687,231.021,231.021,223.687,187.017,150.347,157.681,179.683,183.35,201.685,209.019,209.019,209.019,234.688,234.688,253.023,278.692,278.692,300.694,315.362,535.382,718.732,894.748,902.082,1059.763,1199.109,1323.787,1356.79,1397.127,1426.463,1518.138,1536.473,1532.806
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14051.944,12068.097,11268.691,9636.876,9548.868,8437.767,7990.393,6743.613,6171.561,6853.623,6651.938,7088.311,7132.315,7176.319,7590.69,7928.054,7590.69
Lebanon,LBN,2651.241,2827.257,3003.273,3263.63,3303.967,3578.992,3512.986,3630.33,4250.053,3905.355,5317.15,5713.186,7161.651,7220.323,6431.918,6123.89,5570.173,5713.186,6153.226,6178.895,6351.244,6112.889,7319.332,7051.641,8056.399,7759.372,7964.724,7656.696,8049.065,9097.827,9497.53,11356.699,11657.393,12742.825,13619.238,13798.921,15647.089,16178.804,16600.509,15353.729,16208.14,16039.458,18221.323,16835.197,17539.261,15027.366,15504.076,17099.221
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,161.348,253.023,355.699,484.044,557.384,612.389,612.389,883.747,1272.449,1452.132,1525.472,1507.137,1481.468,1723.49,1485.135,1477.801,1474.134,1507.137,1947.177,2042.519,1939.843,601.388,711.398,700.397,722.399,729.733,766.403,817.741,667.394,484.044,286.026,289.693,322.696,319.029,333.697,344.698,355.699,388.702,407.037,436.373,502.379,502.379,531.715,627.057,740.734,759.069,678.395,608.722
Libya,LBY,1195.442,1048.762,1463.133,663.727,1015.759,2629.239,18507.349,30139.073,35551.565,32331.939,21646.301,15232.718,14587.326,9347.183,11580.386,17916.962,20106.161,21239.264,26032.033,26904.779,28811.619,30762.463,30414.098,28624.602,31418.856,34059.096,32566.627,36398.642,37322.726,40318.665,42489.529,40571.688,42636.209,41862.472,45841.167,41840.47,48598.751,48133.042,47230.96,49753.856,51073.976,47623.329,49167.136,50318.574,52093.402,53780.222,54201.927,58330.969
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22152.347,17495.257,17359.578,16204.473,15731.43,15339.061,16197.139,13692.578,12200.109,12918.841,13212.201,12915.174,13325.878,14000.606,14293.966,15137.376,15130.042
Luxembourg,LUX,11591.387,11551.05,11448.374,12306.452,12203.776,11620.723,11360.366,12269.782,13193.866,13747.583,13201.2,13494.56,14169.288,14411.31,11844.41,11840.743,10927.66,11848.077,12119.435,11026.669,9427.857,8859.472,8291.087,8929.145,9167.5,9009.819,8643.119,8929.145,9563.536,9893.566,10630.633,11804.073,10821.317,10219.929,8349.759,8437.767,7917.053,7356.002,7686.032,8236.082,8580.78,9424.19,9919.235,11067.006,11327.363,11312.695,10843.319,10502.288
"Macao SAR, China",MAC,69.673,95.342,106.343,128.345,132.012,150.347,165.015,168.682,168.682,205.352,227.354,231.021,223.687,267.691,297.027,253.023,308.028,414.371,414.371,528.048,535.382,484.044,682.062,605.055,733.4,876.413,971.755,964.421,1030.427,1034.094,1092.766,1085.432,1188.108,1283.45,1243.113,1415.462,1499.803,1565.809,1532.806,1635.482,1686.82,1525.472,1536.473,1727.157,1837.167,1631.815,1558.475,1334.788
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10777.313,10340.94,10469.285,10839.652,11741.734,10634.3,12625.481,11723.399,12064.43,11998.424,10934.994,11309.028,11191.684,11246.689,10909.325,11327.363,11815.074
Madagascar,MDG,355.699,396.036,462.042,484.044,557.384,579.386,843.41,913.083,850.744,971.755,1026.76,1287.117,1074.431,1188.108,1694.154,993.757,847.077,1019.426,1122.102,1613.48,1026.76,1012.092,663.727,960.754,1081.765,1177.107,1327.454,1327.454,968.088,986.423,1074.431,1045.095,1070.764,1316.453,1312.786,1411.795,1701.488,1738.158,1925.175,1873.837,1741.825,1235.779,1756.493,1936.176,1705.155,1697.821,1804.164,1910.507
Malawi,MWI,,,,330.03,348.365,429.039,366.7,388.702,381.368,454.708,502.379,546.383,572.052,550.05,579.386,583.053,638.058,671.061,638.058,711.398,605.055,594.054,575.719,557.384,557.384,553.717,546.383,542.716,564.718,612.389,660.06,656.393,693.063,718.732,729.733,711.398,759.069,828.742,997.424,905.749,905.749,883.747,957.087,975.422,916.75,953.42,953.42,1228.445
Malaysia,MYS,,,,,,,,,,14601.994,16677.516,17913.295,17513.592,19050.065,19446.101,23894.172,22610.722,23237.779,27278.813,27997.545,30824.802,30571.779,37971.785,34697.154,36237.294,39984.968,40762.372,42724.217,49882.201,56592.811,68591.235,75298.178,91722.671,94010.879,121132.011,125374.73,124821.013,114186.713,107934.478,126603.175,136716.761,135128.95,160266.235,168040.275,183445.342,179418.976,194919.385,208267.265
Maldives,MDV,,,,,,,,,,,3.667,3.667,3.667,3.667,7.334,11.001,14.668,22.002,29.336,44.004,47.671,47.671,51.338,58.672,66.006,80.674,80.674,95.342,124.678,154.014,172.349,253.023,216.353,220.02,275.025,319.029,366.7,333.697,465.709,498.712,575.719,689.396,597.721,751.735,678.395,869.079,898.415,920.417
Mali,MLI,117.344,139.346,176.016,176.016,198.018,190.684,223.687,198.018,161.348,201.685,227.354,245.689,267.691,304.361,341.031,341.031,414.371,396.036,429.039,392.369,396.036,366.7,418.038,436.373,407.037,381.368,359.366,385.035,418.038,421.705,436.373,443.707,454.708,462.042,469.376,487.711,524.381,517.047,539.049,542.716,546.383,553.717,539.049,564.718,568.385,568.385,579.386,594.054
Malta,MLT,293.36,330.03,410.704,498.712,473.043,414.371,520.714,638.058,652.726,663.727,660.06,839.743,806.74,744.401,667.394,762.736,803.073,935.085,905.749,1023.093,1144.104,1312.786,997.424,1364.124,1199.109,1485.135,1855.502,2013.183,2170.864,2178.198,2200.2,2258.872,2669.576,2658.575,2695.245,2966.603,3241.628,2145.195,2346.88,2064.521,2486.226,2299.209,2581.568,2574.234,2698.912,2574.234,2724.581,2559.566
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.671,51.338,55.005,62.339,66.006,66.006,66.006,66.006,69.673,66.006,77.007,80.674,84.341,84.341,88.008,84.341,91.675,99.009,99.009
Mauritania,MRT,47.671,62.339,88.008,117.344,161.348,179.683,198.018,234.688,275.025,429.039,399.703,447.374,469.376,484.044,509.713,517.047,557.384,583.053,605.055,630.724,663.727,883.747,935.085,865.412,656.393,374.034,3285.632,3230.627,2849.259,2665.909,2750.25,2944.601,2962.936,3124.284,2984.938,2999.606,2999.606,1111.101,1199.109,1195.442,1283.45,1411.795,1452.132,1613.48,1657.484,1672.152,1950.844,1998.515
Mauritius,MUS,187.017,253.023,209.019,308.028,304.361,275.025,498.712,638.058,572.052,498.712,396.036,689.396,678.395,693.063,590.387,619.723,641.725,630.724,660.06,590.387,542.716,502.379,597.721,627.057,707.731,799.406,931.418,854.411,1052.429,1463.133,1521.805,1708.822,1774.828,1624.481,1829.833,1950.844,1998.515,2196.533,2467.891,2768.585,2966.603,2981.271,3146.286,3193.957,3410.31,3777.01,3887.02,3953.026
Mexico,MEX,65305.603,63809.467,66361.699,74278.752,75246.84,80930.69,90101.857,93988.877,102287.298,114073.036,126339.151,132459.374,144292.783,155007.757,164472.284,184138.405,192847.53,222649.239,240874.229,268453.736,284529.864,305087.066,281310.238,291885.866,296887.654,303242.565,316524.439,317070.822,331518.802,325603.931,336586.596,342629.812,341441.704,362424.278,345178.377,354877.592,361595.536,372167.497,380814.283,383021.817,393604.779,390781.189,402068.215,405709.546,432665.663,441653.48,449860.226,475833.587
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.005,55.005,55.005,55.005,55.005,55.005,55.005,55.005,62.339,62.339
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20971.573,15628.754,12090.099,11191.684,11521.714,7099.312,6270.57,4503.076,3512.986,3714.671,3986.029,4290.39,4554.414,4895.445,4994.454,4686.426,4774.434
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,1393.46,1972.846,1602.479,2046.186,1958.178,1954.511,2152.529,2482.559,2684.244,2849.259,3036.276,3281.965,3479.983,3751.341,4066.703,4404.067,4972.452,5782.859,6299.906,6879.292,6644.604,6761.948,6996.636,6450.253,9028.154,9673.546,10586.629,11595.054,10568.294,10043.913,12207.443,11078.007,9314.18,7961.057,7924.387,8041.731,7711.701,7708.034,7554.02,7506.349,7884.05,8287.42,8034.397,8551.444,8808.134,9442.525,10560.96,10894.657
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057.187,2471.558,1965.512,1950.844
Morocco,MAR,3777.01,3080.28,3960.36,4422.402,4261.054,5467.497,5416.159,5628.845,5826.863,7293.663,8203.079,8049.065,9640.543,11136.679,11111.01,11547.383,12702.488,13076.522,15958.784,15944.116,15856.108,17058.884,17795.951,17814.286,17865.624,18881.383,20117.162,21176.925,22918.75,23542.14,24975.937,26039.367,28217.565,29640.361,30373.761,31195.169,31862.563,32038.579,33153.347,33905.082,37715.095,38254.144,37561.081,40590.023,42823.226,43992.999,46281.207,47905.688
Mozambique,MOZ,2632.906,1987.514,1661.151,2141.528,2005.849,2126.86,1873.837,2779.586,3241.628,2984.938,3615.662,3300.3,3564.324,3149.953,2885.929,2559.566,2713.58,2874.928,2643.907,3208.625,2489.893,2541.231,1976.513,1536.473,1147.771,982.756,982.756,1012.092,1041.428,1001.091,1026.76,1001.091,1078.098,1070.764,1111.101,1041.428,1125.769,1133.103,1188.108,1349.456,1580.477,1587.811,1917.841,1921.508,1822.499,1980.18,2574.234,2313.877
Myanmar,MMR,2592.569,2882.262,2636.573,2860.26,2728.248,2808.922,3619.329,2929.933,3215.959,4616.753,5104.464,4899.112,4110.707,4675.425,4587.417,4899.112,5174.137,5155.802,5100.797,5526.169,5639.846,5599.509,5775.525,6571.264,6710.61,6791.284,4976.119,4118.041,4462.739,4275.722,4180.38,4888.111,5342.819,6244.901,6959.966,7256.993,7499.015,8078.401,8830.136,8888.808,7348.668,8173.743,9611.207,11470.376,14543.322,13028.851,13047.186,12775.828
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.334,14.668,14.668,18.335,29.336,1741.825,1906.84,1903.173,1994.848,1771.161,1763.827,2086.523,2214.868,2361.548,2497.227,2658.575,2852.926,2992.272,3967.694
Nepal,NPL,80.674,88.008,99.009,150.347,179.683,190.684,212.686,253.023,399.703,227.354,198.018,267.691,421.705,425.372,352.032,282.359,337.364,330.03,513.38,542.716,454.708,443.707,495.045,704.064,678.395,704.064,872.746,993.757,913.083,634.391,960.754,1331.121,1466.8,1697.821,2035.185,2486.226,2783.253,2251.538,3219.626,3234.294,3454.314,2709.913,2951.935,2768.585,3234.294,3325.969,3421.311,3542.322
Netherlands,NLD,75888.565,83358.244,91227.626,96867.472,100497.802,103655.089,106783.04,113552.322,115910.203,141934.902,140875.139,157794.677,165645.724,160445.918,153020.243,169683.091,164277.933,170548.503,187812.739,177508.469,164956.328,134322.21,138256.901,145055.519,147948.782,145095.856,152569.202,146914.688,163100.826,164127.586,172704.699,168113.615,172150.982,172745.036,176309.36,186356.94,178278.539,175359.607,163027.486,165363.365,167273.872,172363.668,175040.578,176903.414,172227.989,166841.166,172495.68,173749.794
New Caledonia,NCL,887.414,564.718,619.723,1100.1,1232.112,1510.804,1474.134,1840.834,1558.475,2394.551,2420.22,1705.155,2599.903,2783.253,2530.23,2390.884,2141.528,1543.807,1642.816,2002.182,1393.46,1265.115,1155.105,1206.443,1455.799,1404.461,1459.466,1547.474,1694.154,1624.481,1789.496,1771.161,1771.161,1723.49,1730.824,1763.827,1826.166,1804.164,2035.185,2299.209,2119.526,2427.554,2750.25,2552.232,2801.588,2779.586,2852.926,3149.953
New Zealand,NZL,11767.403,11210.019,12229.445,13105.858,13699.912,14015.274,13641.24,13487.226,14271.964,14194.957,15060.369,16197.139,18210.322,18756.705,18261.66,19226.081,20293.178,17935.297,16519.835,17297.239,16607.843,18224.99,17953.632,19295.754,21389.611,22750.068,24051.853,25470.982,25459.981,24022.517,24458.89,26171.379,25511.319,26439.07,26904.779,29702.7,31063.157,30058.399,31558.202,32698.639,34202.109,33641.058,33714.398,33545.716,33369.7,33553.05,32936.994,33094.675
Nicaragua,NIC,561.051,660.06,843.41,949.753,781.071,960.754,1081.765,1232.112,1287.117,1404.461,1507.137,1606.146,1829.833,1950.844,1928.842,2225.869,2838.258,2632.906,1712.489,2027.851,2141.528,2115.859,2002.182,1851.835,1991.181,2086.523,2508.228,2313.877,1551.141,2643.907,2068.188,2489.893,2302.876,2555.899,2838.258,2926.266,3135.285,3421.311,3626.663,3667,3835.682,3813.68,4114.374,4136.376,3975.028,4239.052,4510.41,4330.727
Niger,NER,55.005,66.006,88.008,95.342,91.675,135.679,132.012,161.348,190.684,216.353,231.021,253.023,330.03,289.693,333.697,333.697,366.7,418.038,480.377,572.052,685.729,748.068,964.421,993.757,997.424,902.082,1001.091,990.09,1041.428,832.409,821.408,784.738,880.08,872.746,920.417,1015.759,1012.092,1074.431,1059.763,795.739,759.069,814.074,880.08,880.08,825.075,817.741,872.746,850.744
Nigeria,NGA,4114.374,4180.38,5350.153,7275.328,11763.736,12907.84,12838.167,6633.603,12112.101,21539.958,32280.601,41426.099,49577.84,62291.329,47395.975,55247.022,50567.93,48294.39,70289.056,68154.862,65958.329,65602.63,59929.781,69625.329,69893.02,73505.015,59343.061,70747.431,42441.858,45375.458,45247.113,64883.898,60061.793,46658.908,34917.174,40421.341,40190.32,40182.986,44788.738,79181.531,83350.91,98125.253,93138.133,97047.155,104043.791,92225.05,88605.721,95756.371
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,13351.547,14077.613,14983.362,16189.805,16409.825,19563.445,19328.757,21140.255,22222.02,28012.213,27198.139,29427.675,30524.108,27693.184,29666.03,29218.656,31202.503,32559.293,33296.36,35034.518,33234.021,32856.32,30091.402,33098.342,34880.504,33644.725,35133.527,33450.374,37286.056,31330.848,32023.911,29677.031,31316.18,29247.992,32999.333,33179.016,34132.436,34594.478,41022.729,38807.861,41092.402,37429.069,42625.208,42665.545,42364.851,44257.023,44924.417,49992.211
Oman,OMN,,,,11.001,25.669,29.336,135.679,161.348,234.688,234.688,2093.857,2090.19,2112.192,2335.879,7256.993,8327.757,8507.44,7796.042,7722.702,6046.883,6017.547,5735.188,7532.018,8060.066,8661.454,9508.531,9083.159,10186.926,9669.879,10351.941,10949.662,12097.433,13468.891,15269.388,15933.115,15225.384,15595.751,16666.515,20817.559,22057.005,20443.525,25544.322,32691.305,31561.869,34653.15,38917.871,40373.67,45749.492
Pakistan,PAK,14645.008,16092.288,18499.536,19019.824,19957.808,20309.552,21555.312,24717.344,23973.552,24317.968,23057.552,18929.054,20036.488,21418.947,23219.444,22838.076,24389.217,26138.376,28250.568,32067.915,34400.127,37385.065,40303.997,42856.229,47175.955,49453.162,53534.533,58213.625,60956.541,68565.566,68242.87,72789.95,78008.091,84839.712,84484.013,94447.252,94711.276,97663.211,100384.125,106449.343,108282.843,114084.037,118895.141,131619.631,136636.087,145854.925,160882.291,163177.833
Palau,PLW,51.338,51.338,55.005,58.672,66.006,66.006,73.34,77.007,132.012,135.679,165.015,172.349,176.016,194.351,194.351,113.677,183.35,110.01,124.678,157.681,157.681,157.681,157.681,157.681,161.348,161.348,161.348,183.35,227.354,234.688,234.688,113.677,110.01,110.01,113.677,117.344,117.344,117.344,117.344,117.344,183.35,183.35,190.684,190.684,194.351,205.352,212.686,212.686
Panama,PAN,1103.767,1191.775,1184.441,1243.113,1529.139,1657.484,1697.821,2020.517,2053.52,2203.867,2603.57,2801.588,3241.628,3021.608,3663.333,3611.995,3461.648,2841.925,3193.957,3454.314,3109.616,2981.271,3212.292,2819.923,2662.242,2768.585,3289.299,2775.919,2471.558,3135.285,3391.975,4015.365,4129.042,4781.768,3472.649,4880.777,5958.875,5947.874,5669.182,5790.193,7007.637,5834.197,6153.226,5797.527,6032.215,6824.287,6651.938,6912.295
Papua New Guinea,PNG,201.685,198.018,256.69,267.691,304.361,341.031,436.373,502.379,557.384,693.063,825.075,1268.782,1345.789,1587.811,1532.806,1573.143,1580.477,1675.819,1796.83,1829.833,1932.509,1947.177,2009.516,2046.186,2126.86,2064.521,2335.879,2200.2,2035.185,2141.528,2064.521,2053.52,1994.848,2181.865,2038.852,2163.53,2555.899,2838.258,2464.224,2687.911,3230.627,3512.986,3967.694,4481.074,4613.086,4594.751,3113.283,2108.525
Paraguay,PRY,363.033,392.369,410.704,432.706,550.05,513.38,487.711,590.387,520.714,744.401,634.391,715.065,869.079,953.42,839.743,1056.096,1184.441,1488.802,1367.791,1532.806,1444.798,1404.461,1455.799,1543.807,1606.146,1749.159,1976.513,2255.205,2343.213,2262.539,2233.203,2621.905,2951.935,3498.318,3964.027,3751.341,4195.048,4503.076,4503.076,3689.002,3821.014,3898.021,4070.37,4088.705,3832.015,3986.029,4136.376,4118.041
Peru,PER,8643.119,9970.573,10234.597,12266.115,11965.421,13256.205,13655.908,14502.985,15302.391,17784.95,18613.692,18173.652,19757.796,21360.275,21965.33,22442.04,23340.455,22460.375,22273.358,24121.526,24103.191,23670.485,20450.859,20692.881,19512.107,21847.986,25782.677,25107.949,21840.652,21169.591,20417.856,20388.52,23556.808,23230.445,23883.171,24363.548,27407.158,27806.861,29358.002,30296.754,27165.136,27187.138,26380.398,31895.566,37418.068,35346.213,43512.622,40535.018
Philippines,PHL,8833.803,10465.618,11598.721,12922.508,14048.277,16186.138,18283.662,22277.025,22889.414,24810.922,27616.177,26472.073,31572.87,30575.446,32603.297,35225.202,37000.03,37729.763,38122.132,36992.696,35019.85,35210.534,35811.922,31752.553,29996.06,30689.123,33593.387,39772.282,40626.693,44532.048,45830.166,50322.241,51290.329,56270.115,63105.403,65642.967,77403.036,75650.21,73020.971,79111.858,77164.681,76057.247,76244.264,78998.181,81066.369,67630.481,78580.143,83156.559
Poland,POL,207434.856,216815.042,231219.018,243114.766,247221.806,252678.302,259282.569,276073.762,293653.36,304441.674,313246.141,329952.993,336128.221,346876.198,375559.472,399035.606,419024.423,432056.941,442489.556,464575.897,410062.275,422211.046,422339.391,433894.108,445899.866,453369.545,465353.301,445976.873,423787.856,366773.34,361591.869,357283.144,352519.711,336161.224,346813.859,358823.284,351049.244,326935.052,317133.161,301691.424,302806.192,296931.658,304856.045,305138.404,303766.946,319410.368,315204.319,316066.064
