gsa_building_no,address,city,state,zipcode,latitude,longitude,costar_number,bldg_rsf,total_leased_rsf,percent_govt_leased,total_annual_rent,rent_prsf,remaining_total_term,remaining_firm_term
NE1370,9239 W CENTER ROAD,OMAHA,NE,68124-1900,41.233574,-96.057481,1373925,50949.0,15933.0,31.27,227437.95,14.27,3.67,0.67
NY7357,300 SOUTH STATE STREET,SYRACUSE,NY,13202-2024,43.048611,-76.147433,5926415,300000.0,20484.0,6.83,386890.32,18.89,3.67,0.0
NY7387,480 BEDFORD ROAD,CHAPPAQUA,NY,10514-1702,41.176015,-73.751276,178406,760737.0,5106.0,0.67,136177.0,26.67,3.67,0.0
SC2061,"1021 MIDDLETON STREET, S",ORANGEBURG,SC,29115-4703,33.490319,-80.865771,7318397,8000.0,4900.0,61.25,130827.26,26.7,3.67,0.0
TX2400,555 N CARANCAHUA,CORPUS CHRISTI,TX,78478-0002,27.79485267,-97.39793357,GSA,290575.0,30801.0,10.6,454173.78,14.75,3.67,0.0
VA0732,300 EXPLORATION WAY,HAMPTON,VA,23666-6186,37.084669,-76.398337,968167,97490.0,97490.0,100.0,1883725.87,19.32,3.67,0.0
NJ4562,1200 WALL ST WEST,LYNDHURST,NJ,07071-3680,40.805769,-74.103013,161441,187951.0,35358.0,18.81,961560.88,27.2,3.67,0.67
PA0751,8500 ESSINGTON AVE,PHILADELPHIA,PA,19153-7001,39.8748797,-75.2493779,,7850.0,7850.0,100.0,664920.66,84.7,3.67,0.0
CA7467,8505 AERO DRIVE,SAN DIEGO,CA,92123-1722,32.809574,-117.143683,5491644,11743.0,11743.0,100.0,434021.28,36.96,3.68,1.68
MD0800,GOOD LUCK ROAD,LANHAM,MD,20706-3707,38.996176,-76.833855,1371,142810.0,142810.0,100.0,2881458.01,20.18,3.68,3.68
WA7907,2000 CARILLON PT,KIRKLAND,WA,98033-7448,47.65769,-122.201306,469885,82000.0,4487.0,5.47,154801.92,34.5,3.68,0.0
GA2301,440 MARTIN LUTHER KING JR. BLVD,MACON,GA,31201-7990,32.834235,-83.62629,6910227,54000.0,4185.0,7.75,57195.77,13.67,3.68,0.0
NC2411,609 COTTON BLOSSOM CIRCLE,GASTONIA,NC,28054-5247,35.258073,-81.152021,5718810,11984.0,11984.0,100.0,199503.16,16.65,3.68,0.0
VA0841,6350 WALKER LANE,SPRINGFIELD,VA,22310-3229,38.768374,-77.160653,136939,129598.0,76581.0,59.09,2867342.22,37.44,3.68,3.68
CO1656,600 17TH STREET,DENVER,CO,80202-5402,39.745405,-104.990157,393841,588841.0,50982.0,8.66,961067.75,18.85,3.69,1.82
WA7918,33400 9TH AVENUE SOUTH,FEDERAL WAY,WA,98003-2607,47.302756,-122.322387,470793,38641.0,3577.0,9.26,97345.68,27.21,3.69,0.0
WV0287,1001 3RD AVE,HUNTINGTON,WV,25701-1505,38.4221581,-82.442423,GSA,214159.0,23172.0,10.82,506524.44,21.86,3.69,2.44
CO1905,1225 17TH ST,DENVER,CO,80202-5598,39.749695,-104.995539,393802,666653.0,72595.0,10.89,2419825.46,33.33,3.69,0.7
OH2323,80 NORTH PROGRESS DRIVE,XENIA,OH,45385-2666,39.690058,-83.962487,5731599,8050.0,8050.0,100.0,181632.24,22.56,3.7,3.7
NM1437,BROADWAY & RIPLEY,MOUNTAINAIR,NM,87036-9998,34.52031,-106.24164,GSA,7484.0,7484.0,100.0,119606.88,15.98,3.7,0.0
OH2317,120 E. FOURTH STREET,EAST LIVERPOOL,OH,43920-3044,40.618095,-80.579304,GSA,7000.0,7000.0,100.0,174449.14,24.92,3.7,3.7
AZ7696,1553 WEST TODD DRIVE,TEMPE,AZ,85283-4806,33.352715,-111.966151,225078,31323.0,3113.0,9.94,51893.71,16.67,3.7,3.7
CA6645,351 PASEO NUEVO,SANTA BARBARA,CA,93101-3382,34.41661,-119.700334,751721,340068.0,7785.0,2.29,432911.38,55.61,3.7,1.7
NM1583,"801 UNIVERSITY BLVD, SE",ALBUQUERQUE,NM,87106-2702,35.072813,-106.630235,7817477,61563.0,5624.0,9.14,95608.0,17.0,3.7,3.7
NY7087,74 CHAPEL ST,ALBANY,NY,12207-2105,42.651732,-73.75239,1524028,24400.0,6292.0,25.79,114429.82,18.19,3.7,0.0
NY7341,4200 GENESEE STREET,BUFFALO,NY,14225-1941,42.929584,-78.74186,7270401,138502.0,11492.0,8.3,319475.54,27.8,3.7,0.0
TX2239,900 E BUG LN,SAN MARCOS,TX,78666-8086,29.87996,-97.919064,685163,20000.0,5959.0,29.8,114653.14,19.24,3.7,0.0
WV0151,2 MONONGALIA ST.,CHARLESTON,WV,25302-2349,38.355464,-81.644994,5823363,27368.0,10000.0,36.54,201922.01,20.19,3.7,0.0
FL3007,651-F W. 14TH STREET,PANAMA CITY,FL,32401-2251,30.17337,-85.668323,6922293,30381.0,5232.0,17.22,109567.07,20.94,3.71,0.0
AL2156,5000 BRADFORD BOULEVARD,HUNTSVILLE,AL,35805-1941,34.72702,-86.663281,6207705,272500.0,129533.0,47.54,2356453.66,18.19,3.71,3.71
TN2110,250 N PARKWAY,JACKSON,TN,38305-2735,35.64532,-88.855625,6438488,4255.0,4255.0,100.0,71321.21,16.76,3.71,0.0
VA0815,2051 JAMIESON AVENUE,ALEXANDRIA,VA,22314-5769,38.803692,-77.064201,680579,139194.0,54319.0,39.02,2138194.54,39.36,3.71,2.71
TN2144,5300 MARYLAND WAY,BRENTWOOD,TN,37027-5074,36.035722,-86.808442,810473,40866.0,21987.0,53.8,434243.25,19.75,3.72,0.0
MD1428,12420 PARKLAWN DR,ROCKVILLE,MD,20852-1740,39.0615,-77.113073,131278,93014.0,93014.0,100.0,3145048.47,33.81,3.72,3.72
NY7370,111 EIGHTH AVENUE,NEW YORK-MANHATTAN,NY,10011-5201,40.741097,-74.001537,157680,2921914.0,45122.0,1.54,1698346.76,37.64,3.72,3.72
VA0723,112 N. BRADDOCK STREET,WINCHESTER,VA,22601-3914,39.185734,-78.166597,6893139,28481.0,9450.0,33.18,191343.78,20.25,3.72,0.0
PA0559,701 MARKET ST,PHILADELPHIA,PA,19106-1538,39.950962,-75.152019,109095,725000.0,190846.0,26.32,4164898.44,21.82,3.73,1.85
VA0335,101 WEST BROAD ST,FALLS CHURCH,VA,22046-4229,38.882259,-77.171162,135007,30177.0,5005.0,16.59,146810.59,29.33,3.73,3.73
NY6466,2875 UNION ROAD,CHEEKTOWAGA,NY,14227-1461,42.890565,-78.754478,5070907,600000.0,86049.0,14.34,2330476.98,27.08,3.74,0.0
NY7246,222 BLOOMINGDALE ROAD,WHITE PLAINS,NY,10605-1513,41.023575,-73.758089,178550,139678.0,26589.0,19.04,910655.91,34.25,3.74,0.0
AK3346,800 SHIP CREEK,ANCHORAGE,AK,99501-1613,61.222818,-149.86944,GSA,24106.0,20490.0,85.0,275302.0,13.44,3.75,0.0
AK3342,"BLDG. P, HUFFMAN BUS. PK.",ANCHORAGE,AK,99515-3594,61.1199289,-149.8936503,GSA,21314.0,14195.0,66.6,171881.6,12.11,3.75,0.0
DC1105,1222 22ND ST NW,WASHINGTON,DC,20037-1202,38.906572,-77.048802,54452,49560.0,49560.0,100.0,985935.58,19.89,3.75,3.75
DC0702,RONALD REAGAN NATIONAL AIRPORT,WASHINGTON,DC,20001-4901,38.8536843,-77.04301014,1176088,31200.0,13667.0,43.8,1000898.54,73.23,3.75,0.0
DC0704,RONALD REAGAN NATIONAL AIRPORT,WASHINGTON,DC,20001-4901,38.8536843,-77.04301014,1176088,31200.0,8882.0,28.47,93349.82,10.51,3.75,3.42
IL2284,1600 GOLF ROAD,ROLLING MEADOWS,IL,60008-4263,42.051329,-88.000569,144506,254448.0,14885.0,5.85,422441.6,28.38,3.75,0.0
MI2139,3121 CIRCLE DRIVE WEST,LANSING,MI,48906-2199,42.774388,-84.591213,1127024,28709.0,3700.0,12.89,71950.08,19.45,3.75,1.75
MT5524,2681 PALMER STREET,MISSOULA,MT,59701-7108,46.887,-114.029478,GSA,38936.0,6113.0,15.7,122442.36,20.03,3.75,0.0
NE1415,2400 WEST ADAMS,LINCOLN,NE,68524-1724,40.844133,-96.7529,7356350,50356.0,3044.0,6.04,84804.08,27.86,3.75,0.0
NJ5031,"818-820 SILVA SREET, UNIT 800B",TRENTON,NJ,08628-3241,40.259315,-74.810136,GSA,90310.0,10205.0,11.3,108678.02,10.65,3.75,0.0
NY7039,25-31 MAIN STREET,ONEONTA,NY,13820-2518,42.447651,-75.063823,GSA,11964.0,5025.0,42.0,96340.17,19.17,3.75,0.0
PA0440,1314 GRISWALD PLAZA,ERIE,PA,16501-9998,42.121693,-80.082617,7638936,32160.0,5305.0,16.5,75382.78,14.21,3.75,0.0
SC2616,1365 FLINT STREET,ROCK HILL,SC,29730-6330,34.912554,-81.001681,GSA,6000.0,6000.0,100.0,49500.0,8.25,3.75,0.75
TN2182,1001 AIRPORT RD,CHATTANOOGA,TN,37421-2271,35.035182,-85.194451,,3172.0,3172.0,100.0,95857.84,30.22,3.75,1.75
TX2392,4241 PIEDRAS DRIVE EAST,SAN ANTONIO,TX,78228-1424,29.486708,-98.568266,947353,46027.0,12858.0,27.94,197194.13,15.34,3.75,0.0
TX2409,3525 NORTHEAST PARKWAY,SAN ANTONIO,TX,78218-3347,29.494085,-98.429877,6477901,122162.0,23988.0,19.64,440926.35,18.38,3.75,0.0
UT1419,1270 W. 2320 S.,WEST VALLEY CITY,UT,84119-7200,40.72085,-111.928326,1065381,12968.0,4225.0,32.58,85844.06,20.32,3.75,0.0
VA0346,1750 CRYSTAL DRIVE,ARLINGTON,VA,22202-3403,38.857793,-77.049245,137334,243128.0,243128.0,100.0,8966453.32,36.88,3.75,3.75
VA0421,7501 BOSTON BLVD.,SPRINGFIELD,VA,22153-3135,38.7385,-77.206808,135809,75756.0,75756.0,100.0,1920065.94,25.35,3.75,3.75
VA0417,7375 BOSTON BLVD,SPRINGFIELD,VA,22153-2833,38.739525,-77.199509,135313,26865.0,18400.0,68.49,467217.31,25.39,3.75,3.75
VA0881,7451 BOSTON BLVD.,SPRINGFIELD,VA,22153-3122,38.7381642,-77.20285225,135314,47001.0,15941.0,33.92,405452.51,25.43,3.75,3.75
VA0880,7435 BOSTON BLVD.,SPRINGFIELD,VA,22153-3122,38.73834831,-77.20038462,136032,103557.0,18350.0,17.72,465872.74,25.39,3.75,3.75
AZ6972,40 N CENTRAL AVE,PHOENIX,AZ,85004-4424,33.448757,-112.073831,224556,473392.0,188145.0,39.74,5420074.19,28.81,3.75,0.25
IL2519,3423 OFFICE PARK DRIVE,MARION,IL,62959-6478,37.736222,-88.995217,GSA,4840.0,4840.0,100.0,137947.93,28.5,3.76,0.0
VA0638,330 CUMMINGS STREET,ABINGDON,VA,24210-3231,36.70701683,-81.97640214,GSA,21626.0,5839.0,27.0,59858.19,10.25,3.76,0.0
KY2028,401 FREDERICA ST,OWENSBORO,KY,42301-6298,37.772569,-87.113372,GSA,8203.0,6333.0,77.2,124351.79,19.64,3.76,1.0
TN2179,309 N. CHURCH STREET,DYERSBURG,TN,38024-3013,36.034771,-89.387648,7321815,29100.0,5389.0,18.52,75673.27,14.04,3.77,1.1
CA7301,44451 20TH STREET WEST,LANCASTER,CA,93534-2702,34.691337,-118.165716,5436521,30727.0,14871.0,48.4,374495.67,25.18,3.77,0.0
MT5385,7TH SE & HWY 2 SO,BROWNING,MT,59417-9715,48.5490637,-112.92835,GSA,31781.0,31781.0,100.0,540913.67,17.02,3.77,0.0
MO1947,3224 WEST EDGEWOOD,JEFFERSON CITY,MO,65109-6867,38.569167,-92.250004,7091655,60000.0,6440.0,10.73,85953.65,13.35,3.77,0.0
CA7442,"18881 VON KARMAN AVENUE, SUITE 1800",IRVINE,CA,92612-1543,33.671466,-117.85747,279740,200000.0,16756.0,8.38,751899.06,44.87,3.78,2.78
TX2096,909 E. SE LOOP 323,TYLER,TX,75701-9612,32.302929,-95.290534,1443736,100622.0,18785.0,18.67,317819.49,16.92,3.78,0.68
FL3080,1685 DUNN AVENUE,JACKSONVILLE,FL,32218-4735,30.431534,-81.673795,6242407,11676.0,11676.0,100.0,213670.45,18.3,3.78,0.0
PA0630,100 N. WILKES BARRE BLVD,WILKES BARRE,PA,18702-5253,41.24277,-75.877014,862471,54803.0,9965.0,18.18,159856.76,16.04,3.78,1.06
CO1539,56 INVERNESS DRIVE EAST,ENGLEWOOD,CO,80112-5129,39.575936,-104.857289,393118,40274.0,29151.0,72.38,589289.39,20.22,3.79,0.0
NC2153,101 S EDGEWORTH ST,GREENSBORO,NC,27401-2219,36.072335,-79.79613,GSA,91047.0,91047.0,100.0,2213671.04,24.31,3.79,3.33
FL2133,1818 SOUTH AUSTRALIAN A,WEST PALM BEACH,FL,33409-6452,26.697643,-80.072999,381397,57708.0,15451.0,26.77,499962.73,32.36,3.79,0.83
NY7340,130 SOUTH ELMWOOD,BUFFALO,NY,14201-2310,42.901,-78.877165,1299316,270082.0,252392.0,93.45,6303209.45,24.97,3.79,0.4
KS1564,1303 SW FIRST AMERICAN PL,TOPEKA,KS,66604-4059,39.043153,-95.755333,823914,20512.0,12420.0,60.55,249338.53,20.08,3.79,0.88
KY2024,2765 WAYNE SULLIVAN DR,PADUCAH,KY,42003-0364,37.060252,-88.573458,GSA,5479.0,5479.0,100.0,80729.28,14.73,3.79,0.0
ME4178,324 HARLOW STREET,BANGOR,ME,04401-4908,44.806397,-68.775951,1363484,6255.0,6158.0,98.45,111848.79,18.16,3.79,0.79
VA0632,1970 EAST PARHAM ROAD,RICHMOND,VA,23228-2206,37.638854,-77.482945,871341,96607.0,96607.0,100.0,2639002.59,27.32,3.79,3.79
MD0507,2520 LORD BALTIMORE DRIVE,WOODLAWN,MD,21244-2670,39.325651,-76.750779,403869,57240.0,23269.0,40.65,356608.93,15.33,3.79,3.79
GA2345,295 AVIATION PKWY,BRUNSWICK,GA,31525-7801,31.24627,-81.502068,GSA,33440.0,3344.0,10.0,31636.96,9.46,3.8,0.8
IN1724,6801 PIERSON,INDIANAPOLIS,IN,46241-4226,39.73771,-86.278438,626376,5145.0,5145.0,100.0,125383.65,24.37,3.8,0.8
WV0264,95 PEYTON STREET,BARBOURSVILLE,WV,25504-2050,38.405195,-82.301373,GSA,12119.0,12119.0,100.0,370110.03,30.54,3.8,3.8
CA7687,3116 W. MARCH LANE,STOCKTON,CA,95219-2369,37.983998,-121.350403,7696887,32396.0,17974.0,55.48,703585.77,39.14,3.8,3.8
NM1254,505 MARQUETTE AVENUE NW,ALBUQUERQUE,NM,87102-3157,35.088405,-106.652712,1133900,270000.0,29120.0,10.79,511197.18,17.55,3.8,0.19
PA0667,3336 S. BROAD STREET,PHILADELPHIA,PA,19145-5802,39.908733,-75.173468,7999079,7530.0,7530.0,100.0,165236.99,21.94,3.8,0.81
IN1659,101 WEST OHIO,INDIANAPOLIS,IN,46204-1970,39.769931,-86.159814,553727,261811.0,46940.0,17.93,990054.46,21.09,3.8,1.44
VA0419,2721 JEFFERSON DAVIS HIGHWAY,STAFFORD,VA,22554-1798,38.454014,-77.405709,1379647,34111.0,34111.0,100.0,750442.0,22.0,3.81,3.81
KY3058,4532 LUCKY STRIKE LOOP,OWENSBORO,KY,42303-7765,37.725843,-87.119084,GSA,9747.0,9747.0,100.0,187617.05,19.25,3.82,0.0
MD0312,11700 BELTSVILLE DRIVE,BELTSVILLE,MD,20705-3103,39.04909,-76.938326,142191,95983.0,67746.0,70.58,1774838.64,26.2,3.82,3.82
NV7051,3375 PEPPER LANE,LAS VEGAS,NV,89120-2760,36.076268,-115.102216,977840,16000.0,5390.0,33.69,178516.8,33.12,3.82,0.0
VA0301,5107 LEESBURG PIKE,FALLS CHURCH,VA,22041-3260,38.845467,-77.11669,134760,545422.0,524381.0,96.14,1.718823895E7,32.78,3.82,3.82
WA7584,1000 2ND AVE,SEATTLE,WA,98104-1094,47.605157,-122.335136,470528,448976.0,130786.0,29.13,4984194.41,38.11,3.83,3.25
CA6937,915 WILSHIRE BLVD,LOS ANGELES,CA,90017-3401,34.050759,-118.260235,249431,385455.0,155054.0,40.23,3785505.09,24.41,3.84,2.04
DC1147,1291 TAYLOR ST NW,WASHINGTON,DC,20542-4960,38.940758,-77.029356,129841,88630.0,88630.0,100.0,1691570.9,19.09,3.84,3.84
IN1685,620 SOUTH WALKER,BLOOMINGTON,IN,47403-2101,39.161014,-86.546136,GSA,9400.0,9400.0,100.0,110695.47,11.78,3.84,0.0
MD1046,4420 BUCKEYSTOWN PIKE,FREDERICK,MD,21704-7543,39.347675,-77.426563,794171,229459.0,229459.0,100.0,2606988.2,11.36,3.84,2.84
MS2129,1392 JOHNNY JOHNSON DRIVE,BROOKHAVEN,MS,39601-9640,31.552454,-90.377689,GSA,6175.0,6175.0,100.0,90909.07,14.72,3.84,0.0
NY7398,516-520 WEST 20TH STREET,NEW YORK-MANHATTAN,NY,10011-2820,40.7462161,-74.0067496,160515,66000.0,54828.0,83.07,2645624.11,48.25,3.84,3.84
NY7066,212A WOLCOTT STREET,NEW YORK-KINGS,NY,11231-1130,40.679429,-74.015994,180903,289733.0,31566.0,10.89,289983.55,9.19,3.84,0.0
TN2311,201 8TH AVENUE SOUTH,NASHVILLE,TN,37203-4128,36.156389,-86.780509,1305350,106014.0,17825.0,16.81,324496.91,18.2,3.84,1.84
TN2240,57 GERMANTOWN COURT,MEMPHIS,TN,38018-7273,35.130033,-89.794866,810192,106847.0,3398.0,3.18,68373.16,20.12,3.84,0.0
TX1475,419 E BROADWAY ST,FRITCH,TX,79036-8259,35.6397655,-101.603228,GSA,3833.0,3833.0,100.0,80654.95,21.04,3.84,0.0
VA1437,13221 WOODLAND PARK RD,HERNDON,VA,20171-5503,38.953314,-77.403365,134895,126081.0,55620.0,44.11,1450427.0,26.08,3.84,3.84
LA1280,9100 BLUEBONNET CENTRE BLVD,BATON ROUGE,LA,70809-2985,30.397946,-91.085828,6404244,48548.0,16851.0,34.71,384993.25,22.85,3.84,1.35
TX1978,9001 I-45 SOUTH,CONROE,TX,77301-9998,30.2880428,-95.462788,GSA,80500.0,3703.0,4.6,74579.02,20.14,3.84,0.0
VA0204,7401 FULLERTON RD,SPRINGFIELD,VA,22153-2802,38.7413815,-77.199376,GSA,103851.0,14131.0,13.61,215780.37,15.27,3.84,3.84
MD0292,1451 ROCKVILLE PIKE,ROCKVILLE,MD,20852-1436,39.0666258,-77.128161,GSA,104778.0,44761.0,42.72,1707400.27,38.14,3.84,3.84
DC0468,2800 V ST N.E,WASHINGTON,DC,20018-1517,38.919165,-76.969383,130024,281098.0,57294.0,20.38,706163.96,12.33,3.85,3.85
GA2347,1723 MCCOLLUM PKWY,KENNESAW,GA,30144-7812,34.014857,-84.606792,GSA,10500.0,10500.0,100.0,237102.19,22.58,3.85,0.0
AL2175,1801 FOURTH AVENUE NORTH,BIRMINGHAM,AL,35203-2101,33.51618,-86.809631,1224978,52467.0,52467.0,100.0,1015802.39,19.36,3.85,0.0
PA0581,6000 WOODLAND AVE.,PHILADELPHIA,PA,19142-3223,39.929652,-75.228508,GSA,14044.0,7303.0,52.0,114754.77,15.71,3.85,0.0
AZ7168,600 15TH STREET,DOUGLAS,AZ,85607-1628,31.349604,-109.552132,5623042,5020.0,4700.0,93.63,102484.44,21.81,3.85,0.0
FL3118,41 N. JEFFERSON,PENSACOLA,FL,32502-5681,30.413732,-87.214528,5586857,38760.0,6080.0,15.69,112224.99,18.46,3.86,0.0
VA0618,2100 LYNNHAVEN PKWY,VIRGINIA BEACH,VA,23456-1492,36.789224,-76.125174,944525,35690.0,14878.0,41.69,506251.75,34.03,3.86,0.0
NM1501,505 CENTRAL AVE N,ALBUQUERQUE,NM,87102-3107,35.0833644,-106.6418723,5888142,55400.0,22022.0,39.75,459578.07,20.87,3.86,0.0
TX2774,2600 W 7TH STREET,FORT WORTH,TX,76107-2244,32.751071,-97.352755,GSA,94479.0,4535.0,4.8,166052.75,36.62,3.86,3.86
VA0323,2451 CRYSTAL DRIVE,ARLINGTON,VA,22202-4804,38.852553,-77.049698,137434,408677.0,114759.0,28.08,4763123.76,41.51,3.86,3.86
VA0905,2200 CRYSTAL DR,ARLINGTON,VA,22202-3713,38.853165,-77.04956,137562,283312.0,278101.0,98.16,8177372.58,29.4,3.87,3.87
VA0837,1801 S BELL ST,ARLINGTON,VA,22202-4506,38.856731,-77.051865,137457,290500.0,51750.0,17.81,2122056.48,41.01,3.87,0.0
DC1372,3070 V Street NE,WASHINGTON,DC,20018-1521,38.91923933,-76.96472589,654383,106266.0,56564.0,53.23,493618.12,8.73,3.87,3.87
DC1373,3030 V STREET NE,WASHINGTON,DC,20018-1521,38.91923933,-76.96472589,654383,106266.0,49096.0,46.2,426679.93,8.69,3.87,3.87
NY7084,600 OLD COUNTRY ROAD,GARDEN CITY,NY,11530-2001,40.743094,-73.614505,181301,198000.0,5715.0,2.89,153309.12,26.83,3.87,0.0
AR1202,1200 CHERRY BROOK DRIVE,LITTLE ROCK,AR,72211-4113,34.743159,-92.410156,5858343,9315.0,9315.0,100.0,191220.25,20.53,3.87,0.0
NY7169,39 NORTH PEARL STREET,ALBANY,NY,12207-2785,42.650915,-73.751937,1256940,65000.0,11293.0,17.37,290787.82,25.75,3.87,1.33
IL2510,915 WENZEL ROAD,PERU,IL,61354-1129,41.353095,-89.113941,GSA,6706.0,6706.0,100.0,164929.99,24.59,3.88,3.88
TN2509,200 JEFFERSON AVE,MEMPHIS,TN,38103-2331,35.146353,-90.048853,810257,204704.0,94333.0,46.08,1909673.49,20.24,3.88,2.61
FL2207,3452 LAKE LYNDA DRIVE,ORLANDO,FL,32817-1430,28.598421,-81.221609,380905,89761.0,11666.0,13.0,309780.87,26.55,3.89,0.58
MD1007,801 INTERNATIONAL DRIVE,LINTHICUM HGHTS,MD,21090-2219,39.206074,-76.671934,411,89268.0,67187.0,75.26,1938927.0,28.86,3.89,0.75
FL3097,1629 ADELLE RD,DELAND,FL,32720-7906,28.997879,-81.310896,GSA,10625.0,10625.0,100.0,279470.14,26.3,3.89,0.0
KY3062,325 W MAIN ST,LOUISVILLE,KY,40202-4254,38.256489,-85.755287,65506,322423.0,69648.0,21.6,856852.56,12.3,3.89,0.0
TX2216,1700 SSE LOOP 323,TYLER,TX,75701-5701,32.330617,-95.265992,7042543,42119.0,4138.0,9.82,73590.28,17.78,3.89,0.0
AK3287,8800 GLACIER HHY,JUNEAU,AK,99801-8078,58.3642718,-134.57858409,7042544,51060.0,7298.0,14.29,187181.04,25.65,3.9,1.02
NY7295,33 AIRPORT CENTER DRIVE,NEW WINDSOR,NY,12553-4743,41.495037,-74.107654,783158,39135.0,3866.0,9.88,99672.82,25.78,3.9,1.9
IL2339,1207 NTWK CENTRE BLVD,EFFINGHAM,IL,62401-4632,39.143159,-88.525891,GSA,25272.0,7430.0,29.4,128478.07,17.29,3.9,0.0
MA5907,2 DEBUSH AVENUE,MIDDLETON,MA,01949-1602,42.604903,-71.027619,1236631,25600.0,8000.0,31.25,86540.21,10.82,3.91,0.0
CA7283,1313 CANAL BLVD.,RICHMOND,CA,94804-3555,37.911513,-122.36703,,12000.0,12000.0,100.0,90000.0,7.5,3.91,0.92
CA6664,"1431, 1691, 1591 SPINNAKER DR.",VENTURA,CA,93001-4356,34.239616,-119.263007,GSA,23510.0,10979.0,46.7,291258.61,26.53,3.91,0.92
CA7711,6321 E. ALONDRA BLVD.,PARAMOUNT,CA,90723-3750,33.889205,-118.185538,28817,35088.0,11002.0,31.36,263818.5,23.98,3.91,1.91
MS2101,535 DELMAS AVE,PASCAGOULA,MS,39567-4143,30.367048,-88.559421,7875399,9196.0,3901.0,42.42,76882.43,19.71,3.91,0.92
PA0797,201 KING OF PRUSSIA ROAD,RADNOR,PA,19087-5147,40.042859,-75.356986,295675,251434.0,18457.0,7.34,585991.11,31.75,3.91,0.0
WA7804,7601 W CLEARWATER AVE,KENNEWICK,WA,99336-1677,46.210076,-119.22104,5324582,52502.0,4229.0,8.05,97267.0,23.0,3.91,3.91
FL3051,6000 AIRPORT CIR,SARASOTA,FL,34243-2105,27.386727,-82.551534,,3806.0,3806.0,100.0,228360.0,60.0,3.92,0.0
FL3160,20501 INDEPENDENCE BLVD,GROVELAND,FL,34736-8593,28.646056,-81.828333,8156769,4550.0,4550.0,100.0,96960.5,21.31,3.92,0.92
GA2346,2999 PACIFIC DRIVE,NORCROSS,GA,30071-1872,33.93843,-84.233159,445721,40320.0,15120.0,37.5,181361.02,11.99,3.92,0.0
MD0317,8335-8361 ARDWICK ARDMORE ROAD,LANDOVER,MD,20785-1622,38.941751,-76.866514,142597,100840.0,70000.0,69.42,685140.99,9.79,3.92,3.92
MI1940,38701 SEVEN MILE RD,LIVONIA,MI,48152-1091,42.425035,-83.428184,461490,133700.0,6147.0,4.6,148472.74,24.15,3.92,0.0
TX2609,808 MCKEE STREET,DALLAS,TX,75215-1817,32.766018,-96.793671,836747,7000.0,7000.0,100.0,199957.52,28.57,3.92,0.0
UT1483,91 WEST 1470 SOUTH,SAINT GEORGE,UT,84770-6709,37.083268,-113.585786,GSA,6072.0,6072.0,100.0,116703.84,19.22,3.92,1.92
UT1457,405 S MAIN,SALT LAKE CITY,UT,84111-3400,40.760461,-111.890975,1058650,136707.0,30123.0,22.03,616263.45,20.46,3.92,0.95
WA7795,601 UNION ST,SEATTLE,WA,98101-2341,47.610157,-122.333546,470527,1126428.0,23761.0,2.11,691016.17,29.08,3.92,0.0
WI1671,205 DOTY STREET,GREEN BAY,WI,54301-4538,44.512974,-88.016908,GSA,37020.0,11032.0,29.8,192363.66,17.44,3.92,3.92
VA0907,2777 CRYSTAL DRIVE,ARLINGTON,VA,22202-3553,38.848686,-77.051256,673540,315231.0,312460.0,99.12,1.08520804E7,34.73,3.92,3.92
CT3341,265 CHURCH ST,NEW HAVEN,CT,06510-7013,41.309937,-72.922913,194181,282256.0,18942.0,6.71,746090.75,39.39,3.92,1.42
CO2091,205 N. 4TH STREET,GRAND JUNCTION,CO,81501-2543,39.068568,-108.566113,5008506,39999.0,3386.0,8.47,104669.73,30.91,3.92,1.92
FL2043,7771 W. OAKLAND PARK BLVD,SUNRISE,FL,33351-6796,26.166833,-80.254558,378909,92689.0,9680.0,10.44,245375.07,25.35,3.93,3.37
OR6695,11811 NE SUMNER ST,PORTLAND,OR,97220-1045,45.561192,-122.54174,717972,23124.0,3940.0,17.04,56319.62,14.29,3.93,0.0
NY7381,345 EAST 102 STRRET,NEW YORK-MANHATTAN,NY,10029-5611,40.78763,-73.943231,734859,216425.0,12900.0,5.96,551024.5,42.72,3.95,0.0
VA0006,2450 CRYSTAL DRIVE,ARLINGTON,VA,22202-3553,38.852356,-77.049785,137337,389732.0,124598.0,31.97,4356672.47,34.97,3.95,2.91
KS1508,632 SW VAN BUREN ST,TOPEKA,KS,66603-3718,39.052169,-95.676265,6603728,20211.0,11499.0,56.89,177484.24,15.43,3.95,0.0
MD1040,521 PROGRESS DRIVE,LINTHICUM HGHTS,MD,21090-2241,39.21766,-76.671453,608189,40080.0,6971.0,17.39,150625.6,21.61,3.95,0.0
TX2608,2801 NETWORK BLVD,FRISCO,TX,75034-8530,33.101605,-96.826666,520884,197745.0,15500.0,7.84,366688.79,23.66,3.96,0.0
MS2179,1319 26TH AVE,GULFPORT,MS,39501-1936,30.36750963,-89.09424141,6014674,27067.0,14802.0,54.69,301341.62,20.36,3.96,0.35
CO1920,1390 SOUTH POTOMAC BLVD. SUITE 136,AURORA,CO,80012-4529,39.691651,-104.831134,394898,42680.0,11500.0,26.94,172500.0,15.0,3.96,3.96
FL3150,6701 DALE MABRY HWY SOUTH,TAMPA,FL,33611-5109,27.868716,-82.506471,793680,60000.0,54493.0,90.82,1582857.03,29.05,3.97,3.97
