Comparison	PathID.1	Pathway	Group1	Sample1	Symbol1	LFPKM1	Stdres1	Interaction	Group2	Sample2	Symbol2	LFPKM2	Stdres2
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-5.865643922	--|	stem	CD34n_Flk2n	Wnt4	0	-11.50177064
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-5.865643922	--|	stem	CD34n_Flk2n	Wnt5a	0.028406910602732	-4.251474562
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-5.865643922	--|	stem	CD34n_Flk2n	Wnt7b	0	-9.940813853
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-5.865643922	--|	stem	CD34n_Flk2n	Wnt16	0.0373445462593988	-4.218440163
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wif1	5.99129734639464	-5.865643922	--|	stem	CD34n_Flk2n	Wnt9a	0.0749255789498618	-3.051481911
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Fzd1	0.137159334351595	-3.461804569
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Wnt10a	0.185345178446148	6.046607397
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Wnt11	0	-11.78211709
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Wnt4	0	-11.50177064
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Wnt5a	0.028406910602732	-4.251474562
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Wnt7b	0	-9.940813853
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Fzd2	0.0766946706279452	-3.150916337
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Wnt16	0.0373445462593988	-4.218440163
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Sfrp5	2.56392443487605	-3.6733203	--|	stem	CD34n_Flk2n	Wnt9a	0.0749255789498618	-3.051481911
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	|--	stem	CD34n_Flk2n	Sfrp4	0.766679961296736	-3.260900464
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt10a	0.185345178446148	6.046607397
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt11	0	-11.78211709
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt4	0	-11.50177064
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt5a	0.028406910602732	-4.251474562
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt7b	0	-9.940813853
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	|--	stem	CD34n_Flk2n	Sfrp5	0.0516648573156111	-3.6733203
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt16	0.0373445462593988	-4.218440163
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt9a	0.0749255789498618	-3.051481911
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-4.218440163	-->	stem	CD34n_Flk2n	Fzd1	0.137159334351595	-3.461804569
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-4.218440163	|--	stem	CD34n_Flk2n	Sfrp4	0.766679961296736	-3.260900464
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-4.218440163	|--	stem	CD34n_Flk2n	Wif1	0.0175231703593307	-5.865643922
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-4.218440163	|--	stem	CD34n_Flk2n	Sfrp5	0.0516648573156111	-3.6733203
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt16	3.268950832668	-4.218440163	-->	stem	CD34n_Flk2n	Fzd2	0.0766946706279452	-3.150916337
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-3.051481911	-->	stem	CD34n_Flk2n	Fzd1	0.137159334351595	-3.461804569
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-3.051481911	|--	stem	CD34n_Flk2n	Sfrp4	0.766679961296736	-3.260900464
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-3.051481911	|--	stem	CD34n_Flk2n	Wif1	0.0175231703593307	-5.865643922
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-3.051481911	|--	stem	CD34n_Flk2n	Sfrp5	0.0516648573156111	-3.6733203
stem.strom	mmu04310A	Wnt signaling pathway (Canonical)	strom	Col2.3	Wnt9a	1.84502429890315	-3.051481911	-->	stem	CD34n_Flk2n	Fzd2	0.0766946706279452	-3.150916337
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt10a	0.185345178446148	6.046607397
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt11	0	-11.78211709
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt4	0	-11.50177064
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt5a	0.028406910602732	-4.251474562
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt7b	0	-9.940813853
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt16	0.0373445462593988	-4.218440163
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt9a	0.0749255789498618	-3.051481911
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt10a	0.185345178446148	6.046607397
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt11	0	-11.78211709
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt4	0	-11.50177064
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt5a	0.028406910602732	-4.251474562
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt7b	0	-9.940813853
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt16	0.0373445462593988	-4.218440163
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Fzd2	2.06161723320794	-3.150916337	<--	stem	CD34n_Flk2n	Wnt9a	0.0749255789498618	-3.051481911
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Wnt9a	1.84502429890315	-3.051481911	-->	stem	CD34n_Flk2n	Fzd1	0.137159334351595	-3.461804569
stem.strom	mmu04310B	Wnt signaling pathway (Planar Cell Polarity)	strom	Col2.3	Wnt9a	1.84502429890315	-3.051481911	-->	stem	CD34n_Flk2n	Fzd2	0.0766946706279452	-3.150916337
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt10a	0.185345178446148	6.046607397
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt11	0	-11.78211709
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt4	0	-11.50177064
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt5a	0.028406910602732	-4.251474562
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt7b	0	-9.940813853
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt16	0.0373445462593988	-4.218440163
stem.strom	mmu04310C	Wnt signaling pathway (Wnt/Ca2+)	strom	Col2.3	Fzd1	3.60515056831698	-3.461804569	<--	stem	CD34n_Flk2n	Wnt9a	0.0749255789498618	-3.051481911
