"r"	"g"	"b"	"cust_skey"	"r_perc"	"g_perc"	"b_perc"	"color_name"	"rank"
255	218	185	4870931	1	0.854901960784314	0.725490196078431	"Peach Puff"	20
245	222	179	4870931	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
222	184	135	4870931	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
222	184	135	1362663	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
245	222	179	1362663	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
255	218	185	1362663	1	0.854901960784314	0.725490196078431	"Peach Puff"	20
46	45	50	10645634381	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	10645634381	0	0	0	"Black"	145
245	245	245	5105304	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	5105304	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	5105304	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	5105304	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
210	180	140	5105304	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
222	184	135	5105304	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
46	45	50	3743067	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	9251176	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	222	179	3743067	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
230	230	250	148449073	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	148449073	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
210	180	140	148449073	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
222	184	135	148449073	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
222	184	135	6734262424	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
210	180	140	6734262424	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	6734262424	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
245	222	179	6734262424	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
245	245	245	8886044994	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
46	45	50	5601049	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
248	248	255	2437656587	0.972549019607843	0.972549019607843	1	"Ghost White"	127
240	248	255	2437656587	0.941176470588235	0.972549019607843	1	"Alice Blue"	125
46	45	50	25030049	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	25030049	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
0	0	0	6140865376	0	0	0	"Black"	145
46	45	50	6140865376	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
211	211	211	8834470740	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
250	235	215	8834470740	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
250	235	215	8070697	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
211	211	211	8070697	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
211	211	211	2790504387	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
250	235	215	2790504387	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
210	180	140	14738636	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	14738636	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
245	222	179	14738636	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
255	228	196	14738636	1	0.894117647058824	0.768627450980392	"Bisque"	23
210	180	140	1843731414	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	1843731414	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
245	222	179	1843731414	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
255	228	196	1843731414	1	0.894117647058824	0.768627450980392	"Bisque"	23
211	211	211	10965060281	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
250	235	215	10965060281	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
211	211	211	10965060281	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
250	235	215	10965060281	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
188	143	143	6140865376	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
245	222	179	6140865376	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	6140865376	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
255	228	196	6140865376	1	0.894117647058824	0.768627450980392	"Bisque"	23
46	45	50	8315716022	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6409462378	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	4454347203	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	2733892950	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	7301814643	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6072274254	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6210513026	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	5697163	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
245	245	245	2437646820	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
245	245	245	2437646820	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
245	245	245	2437646820	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
245	245	245	8239757	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
245	245	245	4380523766	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
46	45	50	6072274254	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	17046278	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	4380523766	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	2437646820	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	8239757	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	5697163	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	9916210848	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
47	79	79	14738636	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	14738636	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	10965060281	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	10965060281	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	9018690	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	9018690	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	9018690	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	9018690	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
230	230	250	26562415	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	26562415	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
46	45	50	5900594699	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	26562415	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
255	250	250	26562415	1	0.980392156862745	0.980392156862745	"Snow"	131
0	0	0	1959954	0	0	0	"Black"	145
46	45	50	1959954	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	10003334551	0	0	0	"Black"	145
46	45	50	10003334551	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	10003334551	0	0	0	"Black"	145
46	45	50	10003334551	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	1959954	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	1959954	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	1959954	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
188	143	143	9251176	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
210	180	140	9251176	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	1959954	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
210	180	140	1959954	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	13309927	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
210	180	140	13309927	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
0	0	0	1959954	0	0	0	"Black"	145
46	45	50	1959954	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
210	180	140	1959954	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
222	184	135	1959954	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
188	143	143	1959954	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
211	211	211	9601999662	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
192	192	192	9601999662	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
46	45	50	6281448745	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	9042794026	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	222	179	9042794026	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
220	220	220	17046278	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	17046278	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
192	192	192	17046278	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
250	235	215	157308965	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
220	220	220	157308965	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
46	45	50	3839428245	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6792990748	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	10003334551	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
178	34	34	1944320874	0.698039215686274	0.133333333333333	0.133333333333333	"Firebrick"	5
0	0	0	9949728	0	0	0	"Black"	145
46	45	50	9949728	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	240	230	8531422077	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
255	245	238	8531422077	1	0.96078431372549	0.933333333333333	"Seashell"	130
46	45	50	7430200362	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	8239757	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	240	230	5404691836	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	245	5404691836	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
250	240	230	5404691836	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	245	5404691836	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
210	180	140	17358577	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	17358577	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
189	183	107	17358577	0.741176470588235	0.717647058823529	0.419607843137255	"Dark Khaki"	42
250	235	215	6409429006	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
255	228	196	6409429006	1	0.894117647058824	0.768627450980392	"Bisque"	23
245	222	179	6409429006	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
46	45	50	10003334551	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	14068005	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	14068005	0	0	0	"Black"	145
46	45	50	4298058	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	4298058	0	0	0	"Black"	145
46	45	50	10900599719	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	10900599719	0	0	0	"Black"	145
255	250	250	12910632	1	0.980392156862745	0.980392156862745	"Snow"	131
248	248	255	12910632	0.972549019607843	0.972549019607843	1	"Ghost White"	127
245	222	179	3743067	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
255	228	196	3743067	1	0.894117647058824	0.768627450980392	"Bisque"	23
210	180	140	3743067	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	3743067	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
46	45	50	11273385	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
85	107	47	11273385	0.333333333333333	0.419607843137255	0.184313725490196	"Dark Olive Green"	51
139	69	19	11273385	0.545098039215686	0.270588235294118	0.0745098039215686	"Saddle Brown"	18
46	45	50	11273385	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
85	107	47	11273385	0.333333333333333	0.419607843137255	0.184313725490196	"Dark Olive Green"	51
139	69	19	11273385	0.545098039215686	0.270588235294118	0.0745098039215686	"Saddle Brown"	18
46	45	50	3743067	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
85	107	47	3743067	0.333333333333333	0.419607843137255	0.184313725490196	"Dark Olive Green"	51
139	69	19	3743067	0.545098039215686	0.270588235294118	0.0745098039215686	"Saddle Brown"	18
85	107	47	6972038305	0.333333333333333	0.419607843137255	0.184313725490196	"Dark Olive Green"	51
46	45	50	6972038305	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
139	69	19	6972038305	0.545098039215686	0.270588235294118	0.0745098039215686	"Saddle Brown"	18
128	128	128	3641641	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	3641641	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
188	143	143	3641641	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
46	45	50	5934678264	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	11029820660	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6003127500	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	10997491648	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
188	143	143	3743067	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
245	245	245	11029820660	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
255	250	250	11029820660	1	0.980392156862745	0.980392156862745	"Snow"	131
245	245	245	5934678264	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
255	250	250	5934678264	1	0.980392156862745	0.980392156862745	"Snow"	131
245	245	245	1959954	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
255	250	250	1959954	1	0.980392156862745	0.980392156862745	"Snow"	131
255	250	250	3154849773	1	0.980392156862745	0.980392156862745	"Snow"	131
245	245	245	3154849773	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
248	248	255	3743067	0.972549019607843	0.972549019607843	1	"Ghost White"	127
245	245	245	3743067	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
248	248	255	11273385	0.972549019607843	0.972549019607843	1	"Ghost White"	127
245	245	245	11273385	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
245	245	245	19346348	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
248	248	255	19346348	0.972549019607843	0.972549019607843	1	"Ghost White"	127
0	0	0	11828524	0	0	0	"Black"	145
245	222	179	60104523	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	60104523	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
210	180	140	10645634381	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
245	222	179	10645634381	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	8482900754	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
245	222	179	8482900754	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
210	180	140	11029836257	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
245	222	179	11029836257	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
230	230	250	9018690	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	9018690	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	9016275554	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	9016275554	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
245	245	220	4362224621	0.96078431372549	0.96078431372549	0.862745098039216	"Beige"	44
250	240	230	4362224621	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	220	9018690	0.96078431372549	0.96078431372549	0.862745098039216	"Beige"	44
250	240	230	9018690	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
250	240	230	3839428245	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	220	3839428245	0.96078431372549	0.96078431372549	0.862745098039216	"Beige"	44
250	240	230	4481007	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	220	4481007	0.96078431372549	0.96078431372549	0.862745098039216	"Beige"	44
46	45	50	9016275554	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	9016275554	0	0	0	"Black"	145
211	211	211	4811962079	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
245	245	245	4811962079	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	4811962079	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
46	45	50	9018690	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	240	230	5363469293	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	245	5363469293	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	5363469293	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
245	245	245	3839428245	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	3839428245	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	3839428245	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	3839428245	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	3839428245	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	3839428245	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
46	45	50	2372376626	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
190	190	190	10900599719	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
188	143	143	10900599719	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
210	180	140	10900599719	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
46	45	50	11029880987	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	11029880987	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
222	184	135	11029880987	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
188	143	143	11029880987	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
210	180	140	11029880987	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
222	184	135	11029880987	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
188	143	143	11029880987	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
210	180	140	11029880987	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
250	235	215	17046278	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
220	220	220	17046278	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
46	45	50	8197722071	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	8197722071	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	8197722071	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	222	179	8197722071	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
222	184	135	8197722071	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
255	218	185	8197722071	1	0.854901960784314	0.725490196078431	"Peach Puff"	20
255	218	185	26352804	1	0.854901960784314	0.725490196078431	"Peach Puff"	20
222	184	135	26352804	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
245	222	179	26352804	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
245	222	179	5084521	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
255	228	196	6003127500	1	0.894117647058824	0.768627450980392	"Bisque"	23
245	222	179	6003127500	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
250	235	215	6003127500	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
255	218	185	6003127500	1	0.854901960784314	0.725490196078431	"Peach Puff"	20
245	222	179	14068005	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
222	184	135	14068005	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
255	218	185	14068005	1	0.854901960784314	0.725490196078431	"Peach Puff"	20
245	222	179	6263541094	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
222	184	135	6263541094	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
255	218	185	6263541094	1	0.854901960784314	0.725490196078431	"Peach Puff"	20
0	0	0	17391496	0	0	0	"Black"	145
46	45	50	17391496	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	59061499	0	0	0	"Black"	145
46	45	50	59061499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	19650748	0	0	0	"Black"	145
0	0	0	10032522342	0	0	0	"Black"	145
248	248	255	3139887724	0.972549019607843	0.972549019607843	1	"Ghost White"	127
245	245	245	3139887724	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
245	245	245	10965075385	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
248	248	255	10965075385	0.972549019607843	0.972549019607843	1	"Ghost White"	127
250	235	215	19346348	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
211	211	211	19346348	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
0	0	0	9251176	0	0	0	"Black"	145
46	45	50	9251176	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	235	215	9251176	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
250	240	230	9251176	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
190	190	190	6598385776	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
192	192	192	6598385776	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
210	180	140	6598385776	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
46	45	50	10965075385	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6792990748	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
190	190	190	59061499	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
210	180	140	59061499	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
192	192	192	59061499	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
211	211	211	59061499	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
245	245	245	59061499	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	59061499	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	59061499	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	17770201	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	17770201	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	17770201	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
46	45	50	1044583	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	10457977549	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	7430207658	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	17770201	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	8239757	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	25030049	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	25030049	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	25030049	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	25030049	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	2372582245	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	10457977549	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	10457977549	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
211	211	211	10457977549	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	10457977549	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	10457977549	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
46	45	50	8580516328	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	4110276	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
188	143	143	4110276	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
210	180	140	4110276	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
46	45	50	2158259552	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	14636922	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	7800597	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
85	107	47	7800597	0.333333333333333	0.419607843137255	0.184313725490196	"Dark Olive Green"	51
128	128	128	7800597	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	14765759	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
210	180	140	14765759	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
192	192	192	14765759	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
190	190	190	14765759	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
46	45	50	2847424190	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
255	250	250	2357890	1	0.980392156862745	0.980392156862745	"Snow"	131
255	255	255	2357890	1	1	1	"White"	132
245	245	245	2357890	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	7499187	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	7499187	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
245	245	245	7499187	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
222	184	135	4870931	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
